Equipment_ID,Base_ID,Base,Type_ID,Equipment_Type,Category,Status,Last_Service,Next_Service,Fuel_Used_L,Operating_Hours,Maintenance_Cost_INR,Spare_Parts,Readiness_Pct,Downtime_Days,Is_Critical
EQ-1730,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-09,2026-08-08,386,139,19200,Available,85.3,0,0
EQ-1731,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-05,2026-10-04,503,183,20600,Available,90.9,0,0
EQ-1732,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-02,2026-08-01,341,130,16900,Available,85.0,0,0
EQ-1733,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-06-20,2026-08-19,496,193,46000,Critical Shortage,29.2,37,1
EQ-1734,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-16,2026-09-14,250,98,14800,Low,91.6,0,0
EQ-1735,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-16,2026-08-30,499,321,54700,Low,95.4,0,0
EQ-1736,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-23,2026-09-21,543,196,17700,Available,98.5,0,0
EQ-1737,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-07,2026-09-20,716,207,50600,Available,95.2,0,0
EQ-1738,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-13,2026-09-26,836,244,64900,Available,95.4,0,0
EQ-1739,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-24,2026-09-07,1008,278,61500,Critical Shortage,98.3,0,0
EQ-1740,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-26,2026-09-24,612,220,22200,Available,91.7,0,0
EQ-1741,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-08-04,2026-11-02,488,102,68300,Available,84.9,0,0
EQ-1742,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-12,2026-09-10,643,131,68200,Low,85.7,0,0
EQ-1743,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-29,2026-09-12,605,163,56900,Available,87.3,0,0
EQ-1744,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-22,2026-09-20,426,176,18800,Low,83.6,0,0
EQ-1745,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-15,2026-09-13,1082,220,89600,Low,89.2,0,0
EQ-1746,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-26,2026-08-25,185,158,190400,Low,66.8,13,0
EQ-1747,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-24,2026-09-22,501,183,20000,Available,81.2,0,0
EQ-1748,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-17,2026-08-16,166,157,85800,Low,94.6,0,0
EQ-1749,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-02,2026-08-31,797,164,69400,Critical Shortage,84.8,0,0
EQ-1750,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-05,2026-10-04,282,111,16100,Critical Shortage,88.8,0,0
EQ-1751,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-31,2026-09-29,363,133,18800,Available,88.3,0,0
EQ-1752,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-02,2026-09-01,129,127,85600,Available,82.5,0,0
EQ-1753,B05,Leh,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-19,2026-08-18,176,146,90500,Available,80.4,0,0
EQ-1754,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-15,2026-09-28,840,247,56900,Available,83.0,0,0
EQ-1755,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-27,2026-08-25,657,147,75400,Low,92.2,0,0
EQ-1756,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-16,2026-09-14,1714,326,104800,Available,88.9,0,0
EQ-1757,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-16,2026-09-14,475,197,19500,Available,85.7,0,0
EQ-1758,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-09,2026-09-07,1089,204,81300,Available,82.3,0,0
EQ-1759,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-01,2026-09-14,537,152,50200,Available,82.7,0,0
EQ-1760,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-05,2026-09-19,436,302,63100,Available,94.4,0,0
EQ-1761,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-08,2026-08-07,429,149,19100,Available,92.7,0,0
EQ-1762,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-20,2026-08-19,513,180,20900,Low,93.6,0,0
EQ-1763,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-03,2026-08-17,611,413,80300,Available,80.2,0,0
EQ-1764,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-13,2026-09-26,667,190,55900,Available,80.6,0,0
EQ-1765,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-16,2026-08-30,503,328,68100,Available,81.7,0,0
EQ-1766,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-20,2026-09-03,620,159,48600,Critical Shortage,80.6,0,0
EQ-1767,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-06-06,2026-08-20,694,193,95900,Available,48.7,19,1
EQ-1768,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-30,2026-08-28,1260,283,88700,Available,86.4,0,0
EQ-1769,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-23,2026-08-22,385,146,17200,Available,90.3,0,0
EQ-1770,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-11,2026-09-09,1287,285,89200,Available,98.6,0,0
EQ-1771,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-07,2026-08-21,459,302,119400,Available,67.2,8,0
EQ-1772,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-07,2026-08-06,404,149,18400,Low,83.1,0,0
EQ-1773,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-09,2026-08-07,1080,226,87600,Available,82.4,0,0
EQ-1774,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-04,2026-10-03,493,243,152400,Critical Shortage,89.9,0,0
EQ-1775,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-25,2026-08-09,416,297,53100,Low,89.6,0,0
EQ-1776,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Maintenance,2026-06-05,2026-08-04,235,116,164800,Low,59.5,9,1
EQ-1777,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-06-28,2026-08-27,405,142,43100,Low,17.1,36,1
EQ-1778,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-21,2026-09-19,935,182,74700,Available,82.3,0,0
EQ-1779,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-09,2026-09-07,920,191,75300,Available,81.5,0,0
EQ-1780,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-05-26,2026-07-25,581,202,41800,Low,29.7,40,1
EQ-1781,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-09,2026-08-23,776,203,50400,Available,83.7,0,0
EQ-1782,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-31,2026-10-29,608,128,64800,Available,91.5,0,0
EQ-1783,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-23,2026-09-21,514,192,20300,Low,83.1,0,0
EQ-1784,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-11,2026-10-09,1039,225,86700,Available,94.7,0,0
EQ-1785,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-20,2026-08-18,1001,222,86300,Available,83.0,0,0
EQ-1786,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-20,2026-10-18,1151,249,84000,Low,90.5,0,0
EQ-1787,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-27,2026-09-25,532,212,22300,Available,96.6,0,0
EQ-1788,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-20,2026-09-18,547,195,21100,Available,96.1,0,0
EQ-1789,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-17,2026-08-31,328,255,55800,Available,87.9,0,0
EQ-1790,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-08,2026-08-07,117,111,78900,Available,91.7,0,0
EQ-1791,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-26,2026-09-09,429,285,55700,Available,87.4,0,0
EQ-1792,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-12,2026-08-11,495,184,21100,Available,98.9,0,0
EQ-1793,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-05-09,2026-08-07,980,208,143100,Available,53.8,15,1
EQ-1794,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-06-05,2026-08-19,433,131,86400,Low,66.6,16,0
EQ-1795,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-22,2026-09-05,277,195,48400,Available,92.6,0,0
EQ-1796,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-26,2026-08-09,911,247,59600,Available,92.4,0,0
EQ-1797,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-19,2026-09-17,426,173,30600,Available,17.4,41,1
EQ-1798,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-30,2026-09-13,424,300,97800,Available,58.4,21,1
EQ-1799,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-16,2026-08-14,876,196,84400,Low,93.3,0,0
EQ-1800,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-20,2026-08-04,392,261,62200,Available,90.9,0,0
EQ-1801,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-08-02,2026-10-16,810,241,63100,Low,90.3,0,0
EQ-1802,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-05,2026-10-04,398,151,16400,Available,88.5,0,0
EQ-1803,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-04,2026-09-02,478,179,20400,Available,82.4,0,0
EQ-1804,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-20,2026-09-03,354,232,58200,Low,81.2,0,0
EQ-1805,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-16,2026-09-14,403,173,118500,Available,95.1,0,0
EQ-1806,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-22,2026-08-20,837,179,65600,Critical Shortage,84.5,0,0
EQ-1807,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,534,184,17300,Low,85.8,0,0
EQ-1808,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-05,2026-08-19,297,231,101400,Available,62.2,21,0
EQ-1809,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-06,2026-09-04,553,231,21200,Available,85.4,0,0
EQ-1810,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-30,2026-09-13,284,206,92500,Critical Shortage,67.2,14,0
EQ-1811,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-05,2026-08-19,362,248,83700,Low,48.4,9,1
EQ-1812,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-12,2026-08-26,566,173,55800,Available,86.3,0,0
EQ-1813,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-15,2026-10-13,1411,267,94500,Available,97.2,0,0
EQ-1814,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-09,2026-10-07,1032,204,72800,Available,82.6,0,0
EQ-1815,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-23,2026-09-06,465,321,61200,Available,88.7,0,0
EQ-1816,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-30,2026-09-28,536,120,68000,Available,86.2,0,0
EQ-1817,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-08,2026-08-22,391,276,101200,Available,57.6,20,1
EQ-1818,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-29,2026-09-12,436,313,53600,Available,83.7,0,0
EQ-1819,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-19,2026-09-02,673,199,57000,Available,85.1,0,0
EQ-1820,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-05,2026-09-19,490,323,56900,Low,95.5,0,0
EQ-1821,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-03,2026-09-01,414,151,19100,Available,83.1,0,0
EQ-1822,B05,Leh,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-04,2026-08-03,290,265,100200,Available,85.2,0,0
EQ-1823,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-19,2026-08-18,766,278,24700,Available,96.4,0,0
EQ-1824,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-20,2026-08-19,211,176,87500,Available,91.7,0,0
EQ-1825,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-26,2026-10-09,659,172,49000,Critical Shortage,81.5,0,0
EQ-1826,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-08,2026-08-22,893,267,58900,Low,98.8,0,0
EQ-1827,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-18,2026-08-17,618,246,19300,Available,93.4,0,0
EQ-1828,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-27,2026-10-25,805,168,69600,Available,96.8,0,0
EQ-1829,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-27,2026-08-26,431,156,26800,Low,48.6,20,1
EQ-1830,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Out of Service,2026-07-06,2026-08-05,202,180,184900,Available,22.8,20,1
EQ-1831,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-16,2026-09-14,258,127,127100,Low,80.8,0,0
EQ-1832,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Out of Service,2026-07-01,2026-08-30,321,149,289700,Critical Shortage,22.7,39,1
EQ-1833,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-04,2026-09-18,288,199,49700,Critical Shortage,98.0,0,0
EQ-1834,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-05,2026-08-19,291,213,48900,Available,90.8,0,0
EQ-1835,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-28,2026-08-27,430,173,20700,Available,87.1,0,0
EQ-1836,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-06-11,2026-08-10,498,185,38300,Critical Shortage,38.0,18,1
EQ-1837,B06,Jodhpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-13,2026-08-12,323,272,112200,Available,83.8,0,0
EQ-1838,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-30,2026-09-28,375,130,17800,Available,92.2,0,0
EQ-1839,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-25,2026-08-24,556,219,22400,Available,80.6,0,0
EQ-1840,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-04-30,2026-07-14,715,184,99500,Critical Shortage,64.8,9,0
EQ-1841,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,486,172,18400,Available,90.2,0,0
EQ-1842,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-09,2026-09-07,492,205,22400,Available,89.9,0,0
EQ-1843,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-15,2026-09-13,318,124,17700,Available,89.1,0,0
EQ-1844,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-19,2026-08-03,383,282,64300,Available,87.2,0,0
EQ-1845,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-19,2026-09-17,474,182,17800,Available,94.7,0,0
EQ-1846,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-03,2026-10-02,558,197,18800,Low,95.5,0,0
EQ-1847,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-28,2026-10-11,781,209,57700,Critical Shortage,88.5,0,0
EQ-1848,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-25,2026-09-23,764,285,57000,Available,20.0,40,1
EQ-1849,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-07,2026-07-22,317,221,100000,Available,58.7,5,1
EQ-1850,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Out of Service,2026-07-06,2026-08-05,196,168,236300,Low,39.3,41,1
EQ-1851,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-05,2026-08-03,776,163,78200,Available,90.4,0,0
EQ-1852,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-09,2026-08-23,335,226,62200,Low,84.3,0,0
EQ-1853,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,383,146,18200,Available,91.0,0,0
EQ-1854,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-20,2026-09-03,496,331,59200,Critical Shortage,87.2,0,0
EQ-1855,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-29,2026-08-27,1207,266,96000,Critical Shortage,93.2,0,0
EQ-1856,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-06-26,2026-08-10,345,225,103200,Low,17.9,34,1
EQ-1857,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-10,2026-09-23,531,153,47200,Available,98.3,0,0
EQ-1858,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-05,2026-08-04,268,218,101100,Available,81.8,0,0
EQ-1859,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-15,2026-08-29,307,226,54900,Available,83.8,0,0
EQ-1860,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-10,2026-09-23,853,226,60400,Available,95.7,0,0
EQ-1861,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-11,2026-09-09,494,184,20300,Available,89.8,0,0
EQ-1862,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-22,2026-09-05,250,169,51900,Low,96.8,0,0
EQ-1863,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-21,2026-09-04,459,352,65000,Available,92.3,0,0
EQ-1864,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-27,2026-08-11,504,367,63000,Available,97.2,0,0
EQ-1865,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-25,2026-08-23,735,164,79400,Low,80.8,0,0
EQ-1866,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-21,2026-09-04,599,175,56800,Available,81.8,0,0
EQ-1867,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-20,2026-08-19,540,187,17300,Low,97.4,0,0
EQ-1868,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-17,2026-09-15,1041,211,76900,Available,81.3,0,0
EQ-1869,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-01,2026-07-31,580,204,21600,Available,91.0,0,0
EQ-1870,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-14,2026-08-28,1104,295,69500,Available,96.7,0,0
EQ-1871,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-01,2026-09-29,846,186,67600,Available,82.7,0,0
EQ-1872,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-12,2026-08-11,184,155,82400,Available,94.4,0,0
EQ-1873,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-17,2026-09-15,279,112,16300,Available,94.1,0,0
EQ-1874,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-07,2026-09-20,600,158,48000,Available,82.8,0,0
EQ-1875,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-17,2026-08-31,343,258,81800,Available,54.8,19,1
EQ-1876,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-20,2026-10-18,1348,284,87300,Critical Shortage,94.6,0,0
EQ-1877,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-30,2026-08-13,609,169,47700,Available,98.3,0,0
EQ-1878,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-06,2026-08-20,401,273,64900,Available,97.9,0,0
EQ-1879,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-02,2026-10-01,418,174,20400,Available,94.2,0,0
EQ-1880,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-25,2026-08-24,572,228,19900,Available,80.8,0,0
EQ-1881,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-09,2026-09-07,707,288,55800,Available,40.1,35,1
EQ-1882,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-25,2026-09-23,406,151,33000,Available,24.0,45,1
EQ-1883,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-23,2026-09-06,355,230,55500,Available,97.3,0,0
EQ-1884,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-05,2026-10-04,567,221,19900,Low,83.5,0,0
EQ-1885,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-12,2026-09-25,766,229,57100,Available,88.2,0,0
EQ-1886,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-13,2026-09-11,1456,287,95100,Low,80.7,0,0
EQ-1887,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-14,2026-08-28,386,295,68800,Available,84.5,0,0
EQ-1888,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-07,2026-09-20,570,177,52900,Available,83.8,0,0
EQ-1889,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-18,2026-09-01,396,295,64400,Available,92.3,0,0
EQ-1890,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-05,2026-08-04,586,224,34100,Critical Shortage,65.1,13,0
EQ-1891,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Out of Service,2026-05-10,2026-08-08,1216,236,134700,Available,37.1,18,1
EQ-1892,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-06-18,2026-08-02,377,290,117500,Available,15.9,31,1
EQ-1893,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-02,2026-08-01,634,223,19700,Available,92.6,0,0
EQ-1894,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-01,2026-09-30,641,227,23200,Available,91.5,0,0
EQ-1895,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-25,2026-08-24,545,264,134400,Available,85.6,0,0
EQ-1896,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-12,2026-09-10,539,204,21600,Available,96.5,0,0
EQ-1897,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-02,2026-10-01,472,167,19000,Low,82.6,0,0
EQ-1898,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-05-21,2026-08-19,940,202,110800,Low,56.3,12,1
EQ-1899,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Out of Service,2026-07-11,2026-09-24,892,255,156400,Available,38.7,48,1
EQ-1900,B08,Pune,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-02,2026-09-01,181,154,86900,Available,81.5,0,0
EQ-1901,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-23,2026-10-21,956,213,76600,Available,83.9,0,0
EQ-1902,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-02,2026-09-30,898,175,80700,Available,95.3,0,0
EQ-1903,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-04,2026-09-02,448,176,18700,Available,91.6,0,0
EQ-1904,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-07,2026-08-05,1196,258,86700,Low,85.1,0,0
EQ-1905,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,477,183,17900,Available,80.7,0,0
EQ-1906,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-25,2026-09-08,404,262,59300,Critical Shortage,97.7,0,0
EQ-1907,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-29,2026-08-28,319,113,17300,Low,94.6,0,0
EQ-1908,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-19,2026-09-17,593,208,18500,Available,90.4,0,0
EQ-1909,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-04-30,2026-07-29,1007,227,114700,Available,52.6,7,1
EQ-1910,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-30,2026-09-13,1033,303,68700,Low,93.3,0,0
EQ-1911,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-20,2026-08-19,408,161,19700,Available,84.3,0,0
EQ-1912,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-23,2026-09-06,777,205,58000,Available,96.6,0,0
